dbid;expid;resid;ppid;gender_m_f;age_months;type_risk_control;contrast_native_nonnative;first_alternation_alt_nalt;group_one_two;speaker_multiple_single;trained_train_ntrain;grpid;sesid;sesdate;sestime;sesrepexp;sesrepgrp;sesstat;expstat;expver;phase;trialnum;lt;nlt;looks;lookaways;crit_met;alt_type
01;hvf;JD;aas;m;10;risk;native;alt;one;multiple;train;ALL;4;2018-11-19;15:12;0;0;3;0;1;PHASE_POST_ATTENTION;18;11088;10412;7;7;false;0
01;hvf;JD;aas;m;10;risk;native;alt;one;multiple;train;ALL;4;2018-11-19;15:12;0;0;3;0;1;PHASE_POST_ATTENTION;19;11088;11662;7;7;false;0
01;hvf;JD;aas;m;10;risk;native;alt;one;multiple;train;ALL;4;2018-11-19;15:12;0;0;3;0;1;PHASE_POST_ATTENTION;20;11088;12912;7;7;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;1;250;0;1;0;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;2;568;932;1;1;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;3;568;2182;1;1;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;4;1165;2835;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;5;1165;4085;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;6;1165;5335;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;7;1165;6585;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;8;1165;7835;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;9;1165;9085;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;10;1165;10335;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;11;1165;11585;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;12;1165;12835;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;13;1165;14085;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;14;1165;15334;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;15;1165;16584;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;16;1165;17834;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;17;1165;19084;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;18;1165;20334;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;19;1165;21584;2;2;false;0
01;hvf;JD;bees;f;12;control;nonnative;nalt;two;single;ntrain;ALL;5;2018-11-19;15:36;0;0;3;0;1;PHASE_POST_ATTENTION;20;1165;22834;2;2;false;0
